Serial No,Location,Apartment_size,Bed,Bath,Price,Area,Area_code
487,"Block G, Bashundhara R-A, Dhaka",1050,2,2,20000,Bashundhara,10
488,"Bashundhara R-A, Dhaka",1950,3,4,30000,Bashundhara,10
489,"Block J, Bashundhara R-A, Dhaka",1650,3,3,22000,Bashundhara,10
490,"Avenue 11, Mirpur DOHS, Mirpur, Dhaka",2200,3,3,45000,Mirpur,44
491,"Rajabazar, Tejgaon, Dhaka",1200,3,3,28000,Tejgaon,69
492,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1300,3,3,20000,Mirpur,44
493,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1345,3,3,20000,Mirpur,44
494,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1300,3,3,20000,Mirpur,44
495,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1245,3,3,20000,Mirpur,44
496,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1345,3,3,20000,Mirpur,44
497,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1345,3,3,20000,Mirpur,44
498,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1500,4,3,22000,Mirpur,44
499,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1245,3,3,20000,Mirpur,44
500,"Bashundhara R-A, Dhaka",1950,3,4,26000,Bashundhara,10
501,"Badda, Dhaka",1250,3,3,21000,Badda,3
502,"Kafrul, Dhaka",820,2,2,15000,Kafrul,26
503,"Section 1, Mirpur, Dhaka",1100,3,2,15000,Mirpur,44
504,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",850,2,2,14000,Mirpur,44
505,"Golapbag, Jatra Bari, Dhaka",1100,3,2,18000,Jatra Bari,22
506,"Joar Sahara, Dhaka",1250,4,3,24000,Joar Sahara,23
507,"New Market, Dhaka",550,1,1,15000,New Market,50
508,"Block K, South Banasree Project, Banasree, Dhaka",600,2,2,10500,Banasree,5
509,"PC Culture Housing, Mohammadpur, Dhaka",800,2,2,16000,Mohammadpur,46
510,"Block B, Mansurabad Housing Society, Adabor, Dhaka",700,2,2,16000,Adabor,0
511,"Badda, Dhaka",1000,2,2,18000,Badda,3
512,"Block L, Bashundhara R-A, Dhaka",2200,4,4,40000,Bashundhara,10
513,"Block L, Bashundhara R-A, Dhaka",2200,4,4,40000,Bashundhara,10
514,"Block A, Rajuk Uttara Apartment Project, Sector 18, Uttara, Dhaka",1654,3,4,14000,Uttara,72
515,"Section 1, Mirpur, Dhaka",1200,3,2,15000,Mirpur,44
516,"Turag, Dhaka",1400,3,3,18000,Turag,70
517,"Block A, Section 1, Mirpur, Dhaka",700,2,2,14000,Mirpur,44
518,"South Pirerbag, Pirerbag, Mirpur, Dhaka",1300,3,3,20000,Mirpur,44
519,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",500,2,2,10000,Vatara,73
520,"Block A, Sayednagar, East Vatara, Vatara, Badda, Dhaka",500,2,2,10000,Vatara,73
521,"Block A, Bashundhara R-A, Dhaka",1950,3,4,38000,Bashundhara,10
522,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",800,2,2,10000,Mirpur,44
523,"Block F, South Banasree Project, Banasree, Dhaka",650,2,2,12000,Banasree,5
524,"Block F, South Banasree Project, Banasree, Dhaka",650,2,2,12000,Banasree,5
525,"Dhanmondi, Dhaka",1250,3,3,27000,Dhanmondi,14
526,"Block B, Section 1, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
527,"Kallyanpur, Mirpur, Dhaka",1315,3,3,20000,Mirpur,44
528,"Mohammadpur, Dhaka",1000,2,2,24000,Mohammadpur,46
529,"Block E, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
530,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
531,"Block E, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
532,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka",2200,4,3,38000,Mirpur,44
533,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
534,"Block D, Pallabi, Mirpur, Dhaka",1308,3,3,20000,Mirpur,44
535,"Section 12, Mirpur, Dhaka",1600,3,3,28000,Mirpur,44
536,"Block D, Section 12, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
537,"Natun Bazar, Badda, Dhaka",700,2,2,14000,Badda,3
538,"Begum Bazar, Bangshal, Dhaka",650,3,2,16000,Bangshal,7
539,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",750,2,2,10000,Mohammadpur,46
540,"Section 1, Mirpur, Dhaka",900,2,2,12000,Mirpur,44
541,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur,46
542,"Bochila Garden City, Bochila, Mohammadpur, Dhaka",1600,3,3,18000,Mohammadpur,46
543,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
544,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720,2,2,14000,Badda,3
545,"Adabor, Dhaka",800,2,2,16000,Adabor,0
546,"Sector 10, Uttara, Dhaka",1200,3,2,20000,Uttara,72
547,"Block E, Section 1, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
548,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
549,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
550,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
551,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
552,"Block B, Aftab Nagar, Dhaka",650,2,2,13000,Aftab Nagar,1
553,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",1250,3,3,20000,Mohammadpur,46
554,"Kuril, Dhaka",1275,3,3,20000,Kuril,36
555,"Vatara, Badda, Dhaka",1200,3,3,21000,Vatara,73
556,"Vatara, Badda, Dhaka",1200,3,3,21000,Vatara,73
557,"Vatara, Badda, Dhaka",1200,3,3,21000,Vatara,73
558,"Block C, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
559,"Vatara, Badda, Dhaka",1200,3,3,21000,Vatara,73
560,"Sadarghat, Kotwali, Dhaka",500,2,1,10650,Kotwali,35
561,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1300,3,3,20000,Mohammadpur,46
562,"Mohakhali, Dhaka",650,2,1,15000,Mohakhali,45
563,"Block B, Dhaka Uddan, Mohammadpur, Dhaka",1050,3,2,15000,Mohammadpur,46
564,"Block H, Banasree, Dhaka",1250,3,2,17500,Banasree,5
565,"Block D, Section 12, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
566,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",800,2,2,13000,Mirpur,44
567,"Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
568,"Adabor, Dhaka",1300,3,3,20000,Adabor,0
569,"Adabor, Dhaka",800,2,2,15000,Adabor,0
570,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
571,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12500,Mirpur,44
572,"Shegunbagicha, Dhaka",1886,3,4,40000,Shegunbagicha,62
573,"Zafrabad, Hazaribag, Dhaka",700,2,1,10000,Zafrabad,74
574,"Block E, Section 1, Mirpur, Dhaka",650,2,1,11000,Mirpur,44
575,"Block K, South Banasree Project, Banasree, Dhaka",1100,3,2,16000,Banasree,5
576,"Ibrahimpur, Dhaka",600,2,1,10000,Ibrahimpur,21
577,"Sector 14, Uttara, Dhaka",950,2,2,18000,Uttara,72
578,"West Shewrapara, Mirpur, Dhaka",900,2,2,12000,Mirpur,44
579,"Block E, Section 12, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
580,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",600,2,1,13000,Dhanmondi,14
581,"Block C, Khilgaon, Dhaka",1100,3,3,26000,Khilgaon,33
582,"Kachukhet, Dhaka",800,2,2,13500,Kachukhet,24
583,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1000,3,2,16000,Mohammadpur,46
584,"North Kamlapur, Kamlapur, Motijheel, Dhaka",1510,3,3,35000,Motijheel,47
585,"North Kamlapur, Kamlapur, Motijheel, Dhaka",900,2,2,25000,Motijheel,47
586,"Block B, Mansurabad Housing Society, Adabor, Dhaka",1000,3,2,20000,Adabor,0
587,"Block B, Mansurabad Housing Society, Adabor, Dhaka",720,2,2,16000,Adabor,0
588,"Block B, Mansurabad Housing Society, Adabor, Dhaka",720,2,2,16000,Adabor,0
589,"Bashundhara R-A, Dhaka",1500,3,3,25000,Bashundhara,10
590,"Ibrahimpur, Dhaka",800,2,2,12000,Ibrahimpur,21
591,"South Manikdi, Manikdi, Cantonment, Dhaka",700,2,2,14000,Cantonment,11
592,"Khilgaon, Dhaka",1000,3,2,25000,Khilgaon,33
593,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1350,3,3,15000,Mohammadpur,46
594,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor,0
595,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,15000,Adabor,0
596,"Maghbazar, Dhaka",800,2,1,15000,Maghbazar,40
597,"Block B, Mansurabad Housing Society, Adabor, Dhaka",700,2,2,15000,Adabor,0
598,"Tejgaon, Dhaka",680,2,2,21000,Tejgaon,69
599,"North Kalachandpur, Kalachandpur, Dhaka",850,2,2,14000,Kalachandpur,29
600,"Malibagh, Dhaka",600,2,1,16000,Malibagh,41
601,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1400,3,3,17000,Mohammadpur,46
602,"East Rampura, Rampura, Dhaka",550,2,1,10000,Rampura,56
603,"Kalachandpur, Dhaka",850,2,2,14000,Kalachandpur,29
604,"East Merul Badda, Merul Badda, Badda, Dhaka",720,2,2,16000,Badda,3
605,"East Merul Badda, Merul Badda, Badda, Dhaka",720,2,2,14000,Badda,3
606,"Farmgate, Tejgaon, Dhaka",1300,3,3,30000,Farmgate,17
607,"Block B, Mansurabad Housing Society, Adabor, Dhaka",850,2,2,15000,Adabor,0
608,"Khilgaon, Dhaka",700,2,2,19500,Khilgaon,33
609,"Malibagh, Dhaka",1200,3,3,23000,Malibagh,41
610,"Uttar Badda, Badda, Dhaka",850,2,2,15000,Badda,3
611,"Malibagh, Dhaka",800,2,2,16000,Malibagh,41
612,"Block B, Mansurabad Housing Society, Adabor, Dhaka",1400,3,3,35000,Adabor,0
613,"Block B, Mansurabad Housing Society, Adabor, Dhaka",800,2,2,16000,Adabor,0
614,"Ibrahimpur, Dhaka",650,2,1,10000,Ibrahimpur,21
615,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",1000,3,2,20000,Badda,3
616,"Motijheel, Dhaka",750,2,2,26000,Motijheel,47
617,"Middle Bashabo, Bashabo, Dhaka",800,2,2,15000,Bashabo,9
618,"Mohakhali, Dhaka",800,2,2,20000,Mohakhali,45
619,"Mohakhali, Dhaka",600,2,1,17000,Mohakhali,45
620,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
621,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
622,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
623,"Block E, Section 1, Mirpur, Dhaka",1200,3,3,17000,Mirpur,44
624,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",800,2,2,12000,Mohammadpur,46
625,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",800,2,2,12000,Mohammadpur,46
626,"Block E, Banasree, Dhaka",1970,3,4,45000,Banasree,5
627,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,16000,Dhanmondi,14
628,"Hazaribag, Dhaka",1100,3,3,18000,Hazaribag,20
629,"Agargaon, Dhaka",1650,3,3,23000,Agargaon,2
630,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",600,2,1,13000,Dhanmondi,14
631,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",1200,3,3,18000,Agargaon,2
632,"Block H, Banasree, Dhaka",1250,3,3,21000,Banasree,5
633,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,16000,Dhanmondi,14
634,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1300,3,2,25000,Dhanmondi,14
635,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1100,3,3,22000,Dhanmondi,14
636,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",600,2,1,13000,Dhanmondi,14
637,"North Goran, Goran, Khilgaon, Dhaka",700,2,2,16000,Khilgaon,33
638,"Block D, Bashundhara R-A, Dhaka",2450,4,4,55000,Bashundhara,10
639,"Hazaribag, Dhaka",800,2,2,17000,Hazaribag,20
640,"Block D, Bashundhara R-A, Dhaka",1850,3,4,35000,Bashundhara,10
641,"Block G, Section 1, Mirpur, Dhaka",650,2,2,13000,Mirpur,44
642,"Ibrahimpur, Dhaka",800,2,2,15000,Ibrahimpur,21
643,"Sankar, Hazaribag, Dhaka",600,2,1,13000,Hazaribag,20
644,"Gawair, Dakshin Khan, Dhaka",700,2,2,10500,Dakshin Khan,12
645,"Paribagh, Dhaka",1350,3,3,32000,Paribagh,55
646,"West Agargaon, Agargaon, Dhaka",1050,3,3,17000,Agargaon,2
647,"Gawair, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
648,"Gawair, Dakshin Khan, Dhaka",700,2,2,11000,Dakshin Khan,12
649,"Hazaribag, Dhaka",1200,3,3,18000,Hazaribag,20
650,"Gulshan 2, Gulshan, Dhaka",1550,3,3,65000,Gulshan,18
651,"Maghbazar, Dhaka",1500,3,3,30000,Maghbazar,40
652,"West Shewrapara, Mirpur, Dhaka",850,2,2,16000,Mirpur,44
653,"Gawair, Dakshin Khan, Dhaka",700,2,2,10500,Dakshin Khan,12
654,"Ibrahimpur, Dhaka",650,2,1,12000,Ibrahimpur,21
655,"Paribagh, Dhaka",1350,3,3,32000,Paribagh,55
656,"Mohakhali, Dhaka",800,3,2,20000,Mohakhali,45
657,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
658,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
659,"Gulshan 1, Gulshan, Dhaka",2450,4,4,70000,Gulshan,18
660,"Gulshan 1, Gulshan, Dhaka",2500,3,3,140000,Gulshan,18
661,"Paribagh, Dhaka",1350,3,3,32000,Paribagh,55
662,"Block H, Banasree, Dhaka",1100,3,3,20000,Banasree,5
663,"Ibrahimpur, Dhaka",800,2,2,11000,Ibrahimpur,21
664,"Sheikhdi, Jatra Bari, Dhaka",900,3,2,14000,Jatra Bari,22
665,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
666,"Naya Paltan, Motijheel, Dhaka",900,2,2,25000,Paltan,53
667,"Mirpur, Dhaka",400,1,1,8000,Mirpur,44
668,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",1000,3,2,18000,Dhanmondi,14
669,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,18000,Dhanmondi,14
670,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",700,2,2,18000,Dhanmondi,14
671,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",950,3,2,12000,Mohammadpur,46
672,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",750,2,2,11000,Mohammadpur,46
673,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,15000,Mohammadpur,46
674,"East Kazipara, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
675,"West Agargaon, Agargaon, Dhaka",900,2,2,15000,Agargaon,2
676,"Hazaribag, Dhaka",1000,2,2,23000,Hazaribag,20
677,"Zafrabad, Hazaribag, Dhaka",1000,3,2,18000,Zafrabad,74
678,"East Rampura, Rampura, Dhaka",1200,3,3,20000,Rampura,56
679,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",900,2,2,15000,Agargaon,2
680,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
681,"Sector 7, Uttara, Dhaka",2070,3,4,45000,Uttara,72
682,"Block G, Banasree, Dhaka",1000,3,2,18000,Banasree,5
683,"Hashem Khan Road, Sultanganj, Rayer Bazaar, Hazaribag, Dhaka",1400,3,4,23000,Hazaribag,20
684,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
685,"Mohakhali, Dhaka",600,2,1,17000,Mohakhali,45
686,"Block G, Banasree, Dhaka",1900,4,3,35000,Banasree,5
687,"Mirpur, Dhaka",1000,2,2,15000,Mirpur,44
688,"Mirpur, Dhaka",1000,2,2,15000,Mirpur,44
689,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",900,2,2,15000,Agargaon,2
690,"Hazaribag, Dhaka",800,2,2,18000,Hazaribag,20
691,"Rayer Bazaar, Hazaribag, Dhaka",1000,3,2,20000,Hazaribag,20
692,"Rayer Bazaar, Hazaribag, Dhaka",1000,3,2,23000,Hazaribag,20
693,"Gulshan 1, Gulshan, Dhaka",3000,3,4,150000,Gulshan,18
694,"Mirpur, Dhaka",1000,2,2,15000,Mirpur,44
695,"Sector 9, Uttara, Dhaka",500,2,2,19500,Uttara,72
696,"Block L, Bashundhara R-A, Dhaka",1850,3,4,25000,Bashundhara,10
697,"Block C, Dhaka Uddan, Mohammadpur, Dhaka",1450,3,3,22000,Mohammadpur,46
698,"Block F, Banasree, Dhaka",900,2,2,16000,Banasree,5
699,"East Kazipara, Mirpur, Dhaka",1000,2,2,15000,Mirpur,44
700,"East Kazipara, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
701,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
702,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
703,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
704,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
705,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",700,2,2,11000,Mohammadpur,46
706,"Sector 7, Uttara, Dhaka",1800,3,3,30000,Uttara,72
707,"Mirpur, Dhaka",1121,3,3,17000,Mirpur,44
708,"Block C, Banasree, Dhaka",1300,2,2,22000,Banasree,5
709,"Mirpur, Dhaka",400,1,1,8000,Mirpur,44
710,"Block A, Section 11, Mirpur, Dhaka",1150,3,3,18000,Mirpur,44
711,"East Kazipara, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
712,"Road No 10, Block C, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
713,"Sector 12, Uttara, Dhaka",750,2,2,20000,Uttara,72
714,"Sector 14, Uttara, Dhaka",500,1,1,13000,Uttara,72
715,"Block D, Dhaka Uddan, Mohammadpur, Dhaka",1100,3,3,15000,Mohammadpur,46
716,"East Kazipara, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
717,"Block A, Chandrima Model Town, Mohammadpur, Dhaka",750,2,2,11000,Mohammadpur,46
718,"Hazaribag, Dhaka",800,2,2,18000,Hazaribag,20
719,"Cantonment, Dhaka",1600,3,4,40000,Cantonment,11
720,"Block L, Bashundhara R-A, Dhaka",1850,3,4,25000,Bashundhara,10
721,"Block F, aziz Moholla, Mohammadpur, Dhaka",650,2,2,16000,Mohammadpur,46
722,"Block A, Section 2, Mirpur, Dhaka",1200,3,3,20000,Mirpur,44
723,"Kafrul, Dhaka",650,2,1,10000,Kafrul,26
724,"East Kazipara, Mirpur, Dhaka",1050,3,2,16000,Mirpur,44
725,"Mohakhali, Dhaka",700,2,2,20000,Mohakhali,45
726,"Hazaribag, Dhaka",1000,3,2,20000,Hazaribag,20
727,"Kalachandpur, Dhaka",750,2,2,15500,Kalachandpur,29
728,"Jigatola, Hazaribag, Dhaka",1100,3,2,22000,Hazaribag,20
729,"Block C, Banasree, Dhaka",1850,3,3,32000,Banasree,5
730,"Block B, Section 2, Mirpur, Dhaka",1200,3,3,18000,Mirpur,44
731,"Block G, Banasree, Dhaka",800,2,2,15000,Banasree,5
732,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
733,"Block G, Banasree, Dhaka",1400,3,3,24000,Banasree,5
734,"Block B, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
735,"Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
736,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
737,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,11000,Mirpur,44
738,"Hazaribag, Dhaka",1200,3,3,25000,Hazaribag,20
739,"Hazaribag, Dhaka",1200,3,3,25000,Hazaribag,20
740,"Block F, Banasree, Dhaka",1000,3,2,19000,Banasree,5
741,"Block F, Banasree, Dhaka",950,3,2,17000,Banasree,5
742,"Ring Road, Mohammadpur, Dhaka",700,2,2,13500,Mohammadpur,46
743,"South Manikdi, Manikdi, Cantonment, Dhaka",1200,3,3,18000,Cantonment,11
744,"Kafrul, Dhaka",850,2,2,13000,Kafrul,26
745,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800,2,2,15000,Agargaon,2
746,"Sonatangar, Jigatola, Hazaribag, Dhaka",1000,3,2,16000,Hazaribag,20
747,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",850,2,2,15000,Agargaon,2
748,"Pirerbag, Mirpur, Dhaka",1100,3,2,14000,Mirpur,44
749,"Block F, Bashundhara R-A, Dhaka",1620,3,3,30000,Bashundhara,10
750,"Block D, Chandrima Model Town, Mohammadpur, Dhaka",1400,3,3,15000,Mohammadpur,46
751,"Gawair, Dakshin Khan, Dhaka",500,2,1,10000,Dakshin Khan,12
752,"Boatghat, Namapara, Khilkhet, Dhaka",850,3,2,13000,Khilkhet,34
753,"Mohammadpur, Dhaka",1693,3,3,32000,Mohammadpur,46
754,"Kafrul, Dhaka",650,2,1,12000,Kafrul,26
755,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
756,"Mohammadpur, Dhaka",1390,3,2,23000,Mohammadpur,46
757,"Baitul Aman Housing Society, Adabor, Dhaka",1410,3,3,30000,Adabor,0
758,"Baitul Aman Housing Society, Adabor, Dhaka",1410,3,3,30000,Adabor,0
759,"Shegunbagicha, Dhaka",1119,3,3,35000,Shegunbagicha,62
760,"Block K, South Banasree Project, Banasree, Dhaka",1250,3,2,25000,Banasree,5
761,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",750,2,2,11000,Mohammadpur,46
762,"Block B, Mansurabad Housing Society, Adabor, Dhaka",1200,3,3,20000,Adabor,0
763,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,18000,Mirpur,44
764,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
765,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,18000,Mirpur,44
766,"Mohakhali, Dhaka",800,2,2,20000,Mohakhali,45
767,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
768,"Mohakhali, Dhaka",600,2,1,17000,Mohakhali,45
769,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
770,"Mohakhali, Dhaka",600,2,1,17000,Mohakhali,45
771,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
772,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
773,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
774,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
775,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
776,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",1100,3,3,17000,Mirpur,44
777,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",1100,3,3,17000,Mirpur,44
778,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",1100,3,3,17000,Mirpur,44
779,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
780,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
781,"Block K, South Banasree Project, Banasree, Dhaka",1250,3,2,25000,Banasree,5
782,"Baitul Aman Housing Society, Adabor, Dhaka",1410,3,3,30000,Adabor,0
783,"Baitul Aman Housing Society, Adabor, Dhaka",1440,3,3,30000,Adabor,0
784,"Block B, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka",1250,3,3,19000,Mohammadpur,46
785,"Hazaribag, Dhaka",1000,3,2,16000,Hazaribag,20
786,"Sonatangar, Jigatola, Hazaribag, Dhaka",1000,3,2,16000,Hazaribag,20
787,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",1200,3,3,18000,Agargaon,2
788,"Swapnodhara Housing, Bochila, Mohammadpur, Dhaka",927,3,2,13000,Mohammadpur,46
789,"Dhanmondi, Dhaka",1600,3,4,45000,Dhanmondi,14
790,"Mirpur, Dhaka",1200,3,3,19000,Mirpur,44
791,"Block F, Banasree, Dhaka",950,3,2,17000,Banasree,5
792,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",1100,3,3,17000,Mirpur,44
793,"Block F, Banasree, Dhaka",900,2,2,15000,Banasree,5
794,"Block K, South Banasree Project, Banasree, Dhaka",1250,3,2,25000,Banasree,5
795,"Block K, South Banasree Project, Banasree, Dhaka",1250,3,2,25000,Banasree,5
796,"Block K, South Banasree Project, Banasree, Dhaka",1250,3,2,25000,Banasree,5
797,"Baitul Aman Housing Society, Adabor, Dhaka",700,2,2,15000,Adabor,0
798,"Sikder Real Estate, Tali office Road, Hazaribag, Dhaka",700,2,2,15000,Hazaribag,20
799,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",800,2,2,13000,Agargaon,2
800,"Block K, South Banasree Project, Banasree, Dhaka",1250,3,2,25000,Banasree,5
801,"Sector 9, Uttara, Dhaka",600,2,1,18500,Uttara,72
802,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",1100,3,3,17000,Mirpur,44
803,"Boshoty Housing, Borobag, Section 2, Mirpur, Dhaka",1100,3,3,17000,Mirpur,44
804,"Suchona Model Town, Bochila, Mohammadpur, Dhaka",700,2,2,12000,Mohammadpur,46
805,"Lake View Society, South Pirerbag, Pirerbag, Mirpur, Dhaka",1250,3,3,18000,Mirpur,44
806,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",850,2,2,15000,Agargaon,2
807,"Ring Road, Mohammadpur, Dhaka",1260,3,4,22000,Mohammadpur,46
808,"Mohammadpur, Dhaka",650,2,2,14000,Mohammadpur,46
809,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,12000,Mirpur,44
810,"Avenue 3, Block B, Section 11, Mirpur, Dhaka",650,2,2,10000,Mirpur,44
811,"Block B, Section 2, Mirpur, Dhaka",850,2,3,17000,Mirpur,44
812,"Block G, Banasree, Dhaka",700,2,1,12000,Banasree,5
814,"Baitul Aman Housing Society, Adabor, Dhaka",1600,3,3,25000,Adabor,0
815,"Hazaribag, Dhaka",700,2,2,14000,Hazaribag,20
816,"Sector 12, Uttara, Dhaka",400,1,1,12000,Uttara,72
817,"Adabor, Dhaka",800,2,2,16000,Adabor,0
